gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	pct_diff	cell_type
AMOTL1	1.3153153227597535e-15	-0.8372694377645444	0.113	0.186	4.363821646320034e-11	-0.073	Fib
LRFN4	1.3333234640658367e-15	1.289904826363995	0.063	0.019	4.423567256731227e-11	0.044	Fib
AC114488.2	1.3389713985281716e-15	-1.79810769207829	0.026	0.074	4.442305408896915e-11	-0.048	Fib
AC007384.1	1.3728541470873625e-15	1.9874838837747189	0.049	0.01	4.5547182037917425e-11	0.039	Fib
RGS20	1.4010949322011664e-15	1.2505858425957608	0.084	0.031	4.64841265656381e-11	0.053000000000000005	Fib
GMIP	1.4339693527571886e-15	1.9361323148464393	0.049	0.01	4.7574801216425244e-11	0.039	Fib
OXCT1	1.4554741146916962e-15	-0.9946179868728409	0.093	0.162	4.8288264703126405e-11	-0.069	Fib
TMX2-CTNND1	1.5171981138978823e-15	0.7112933948878083	0.378	0.266	5.033608182479004e-11	0.11199999999999999	Fib
PIK3CD-AS2	1.5387886402575544e-15	1.4361299795712243	0.053	0.013	5.1052390717824884e-11	0.04	Fib
ADAP2	1.567584393865484e-15	0.6154536856061223	0.129	0.064	5.2007747435275164e-11	0.065	Fib
AC096677.1	1.5984345615915249e-15	1.7498864588646197	0.058	0.015	5.303126344992202e-11	0.043000000000000003	Fib
PTPN11	1.6227697213983757e-15	0.8992001473674072	0.243	0.147	5.383863104683391e-11	0.096	Fib
CCL21	1.6443599614187488e-15	-7.060457082903541	0	0.024	5.4554930439989825e-11	-0.024	Fib
LINC02227	1.665950313176041e-15	2.0613881224273576	0.03	0.003	5.527123354024151e-11	0.027	Fib
KCNN4	1.6661286339697253e-15	3.9249939265668234	0.028	0.002	5.527714968921358e-11	0.026000000000000002	Fib
ZNF621	1.6684453317945193e-15	0.8773764652562925	0.126	0.061	5.5354010772946764e-11	0.065	Fib
ACOXL	1.673034529558531e-15	1.727000152198809	0.064	0.018	5.5506266587163386e-11	0.046	Fib
KCNH7	1.7299266365888194e-15	1.57205869859872	0.05	0.011	5.739377602210726e-11	0.03900000000000001	Fib
TG	1.7377379709346318e-15	0.6879257258144711	0.205	0.121	5.765293266169828e-11	0.08399999999999999	Fib
FAM177A1	1.7426061099248488e-15	0.7602992799178785	0.276	0.176	5.781444290897671e-11	0.10000000000000003	Fib
RADIL	1.783144893923471e-15	1.282226906155767	0.106	0.045	5.915939814569899e-11	0.061	Fib
SPDYA	1.7957716310723563e-15	1.0789013788104962	0.235	0.143	5.957831540408757e-11	0.092	Fib
LAMA5	1.800317247798195e-15	-1.291107312127844	0.04	0.099	5.972912533020072e-11	-0.059000000000000004	Fib
LINC00535	1.8422489606711263e-15	1.0488453938141422	0.084	0.032	6.112029376818596e-11	0.052000000000000005	Fib
PICK1	1.880861501912451e-15	-1.179864638727127	0.061	0.118	6.240134204894938e-11	-0.056999999999999995	Fib
CD3D	1.9667476415446053e-15	4.43081783247205	0.023	0	6.525078650352537e-11	0.023	Fib
GABRG3	2.0222903376991912e-15	0.7755944820818454	0.056	0.018	6.709352653384607e-11	0.038000000000000006	Fib
SERPINE2	2.039406109293447e-15	-3.7848064667857853	0.006	0.037	6.766137648802869e-11	-0.031	Fib
GGA2	2.046739860999422e-15	-0.6279632559795201	0.202	0.276	6.790468836837783e-11	-0.07400000000000001	Fib
TYMP	2.0880831341780914e-15	1.381040953021683	0.086	0.032	6.927633414262654e-11	0.05399999999999999	Fib
WBP2	2.1029586714989552e-15	-1.263037179055789	0.07	0.124	6.976985984432084e-11	-0.05399999999999999	Fib
MAP1A	2.1547015622481824e-15	1.71287103313415	0.063	0.018	7.148653373070795e-11	0.045	Fib
ZNF213	2.166206310801658e-15	-1.2458237740289013	0.072	0.116	7.18682267734666e-11	-0.04400000000000001	Fib
CDKL4	2.2247140517856e-15	1.5740610490005955	0.064	0.018	7.380933809609085e-11	0.046	Fib
ARL4D	2.2322548199219713e-15	-4.09770050307149	0.003	0.031	7.405951816055124e-11	-0.028	Fib
USF3	2.2474918839553464e-15	1.1593488014168603	0.172	0.091	7.456503823398653e-11	0.08099999999999999	Fib
BFSP1	2.3053367119243227e-15	2.4753569585373483	0.037	0.005	7.648415609151325e-11	0.032	Fib
SESTD1	2.354445740714485e-15	0.7241204628012972	0.342	0.237	7.811344633968447e-11	0.10500000000000004	Fib
CNTN6	2.3627712928427542e-15	-1.8885048302447964	0.026	0.075	7.838966318264406e-11	-0.049	Fib
AGAP3	2.3730591150758554e-15	-0.5673662204659595	0.246	0.315	7.873098226087165e-11	-0.069	Fib
AL591518.1	2.3934054534271877e-15	2.0832752396801433	0.038	0.005	7.94060127283538e-11	0.033	Fib
NLN	2.4045557889218446e-15	0.649851635112543	0.081	0.034	7.977594740906003e-11	0.047	Fib
IFITM10	2.476369753223926e-15	-0.870731807494856	0.074	0.147	8.215851930271019e-11	-0.073	Fib
FP565260.1	2.5335915770968332e-15	-1.4850651442823795	0.005	0.035	8.405696775334164e-11	-0.030000000000000002	Fib
ERRFI1	2.537783079347252e-15	-0.42137512186434173	0.183	0.284	8.419602922350378e-11	-0.10099999999999998	Fib
RPH3A	2.5545685248906563e-15	1.1854141516797632	0.057	0.016	8.47529199502973e-11	0.041	Fib
AL158832.1	2.5682675347406433e-15	-3.656216609502921	0.008	0.039	8.520741200009032e-11	-0.031	Fib
BHLHE40	2.58269959024248e-15	-2.4037769880234072	0.013	0.052	8.568622430547476e-11	-0.039	Fib
TPBG	2.6096820170114804e-15	-3.3565562694001154	0.004	0.034	8.658142027838989e-11	-0.030000000000000002	Fib
AKAP7	2.654816727171327e-15	-0.8599404575052804	0.108	0.178	8.807885455736312e-11	-0.06999999999999999	Fib
TMCC1	2.7817452496181286e-15	0.6157978055878914	0.516	0.453	9.228996214658065e-11	0.063	Fib
AC104574.2	2.7953890161210613e-15	2.1635526749460476	0.063	0.018	9.274262138784845e-11	0.045	Fib
AL049569.1	2.847073280145313e-15	-2.0172433486136634	0.028	0.073	9.445735021538105e-11	-0.045	Fib
AL391839.1	2.8544902939738082e-15	-0.8625155792890938	0.108	0.149	9.470342448316904e-11	-0.040999999999999995	Fib
CARD18	2.874368990062928e-15	2.011499469301989	0.034	0.004	9.536293998331776e-11	0.030000000000000002	Fib
PDLIM7	2.8827116151280155e-15	0.8823557234722942	0.266	0.168	9.563972325510217e-11	0.098	Fib
ZBTB37	2.8857721226489046e-15	1.1414214469916901	0.144	0.071	9.57412617131227e-11	0.073	Fib
SAMD11	2.906085195330999e-15	-1.1583323581226044	0.054	0.118	9.641518852549655e-11	-0.064	Fib
AC021517.2	2.9799792626399586e-15	3.1770407032821852	0.03	0.003	9.886677199660591e-11	0.027	Fib
SLC26A2	3.0865861561008746e-15	-1.4721730661575159	0.056	0.108	1.0240366890095871e-10	-0.052	Fib
CENPV	3.0989652916952996e-15	-1.656161848032357	0.04	0.087	1.0281437148257495e-10	-0.04699999999999999	Fib
CREM	3.139580558543787e-15	-0.7584630432443947	0.15	0.227	1.0416186419080722e-10	-0.07700000000000001	Fib
LINC00603	3.2020241751771205e-15	3.5140713163800905	0.032	0.003	1.0623355605985133e-10	0.029	Fib
NUP210	3.232446144842572e-15	1.044410028592635	0.116	0.053	1.07242865747442e-10	0.063	Fib
EIF1	3.2949476066246666e-15	-0.7811013464061618	0.145	0.225	1.0931647674498657e-10	-0.08000000000000002	Fib
MDM2	3.299993041101832e-15	0.8652400941370111	0.291	0.189	1.0948386912463549e-10	0.10199999999999998	Fib
DENND2D	3.3630651052737187e-15	2.6739006733850283	0.047	0.009	1.1157641099766617e-10	0.038	Fib
C1orf159	3.3862093257295456e-15	1.1804253156582976	0.112	0.049	1.1234426679972914e-10	0.063	Fib
TMEM150B	3.5053041545202842e-15	1.3411008323114753	0.046	0.011	1.1629547593451947e-10	0.035	Fib
RCN3	3.5459202510086985e-15	0.9528015835278916	0.136	0.068	1.176429961677156e-10	0.068	Fib
RABGAP1L	3.6564432481501726e-15	0.5061565133892505	0.572	0.516	1.2130981764387828e-10	0.05599999999999994	Fib
GNG7	3.70055249627726e-15	0.6845483122452674	0.296	0.195	1.2277323016899064e-10	0.10099999999999998	Fib
DOC2B	3.739175443338359e-15	1.2576692283567996	0.058	0.016	1.2405462368363674e-10	0.042	Fib
AC092100.1	3.764984226944064e-15	1.5350917501514116	0.069	0.021	1.249108816973232e-10	0.048	Fib
LRMP	3.805331411534756e-15	1.3223679417158478	0.067	0.021	1.262494802404886e-10	0.046	Fib
SEL1L2	3.834717139358318e-15	1.5326329529092861	0.052	0.013	1.2722441053249093e-10	0.039	Fib
FAM198A	3.836634516517184e-15	-1.6095625160522005	0.018	0.064	1.2728802335449061e-10	-0.046	Fib
PIWIL4	3.901692259765112e-15	0.9107314676501728	0.103	0.046	1.2944644410222713e-10	0.056999999999999995	Fib
CMKLR1	3.919166470662462e-15	-1.2579313883910714	0.072	0.104	1.3002618599716848e-10	-0.032	Fib
SOX9	3.986486747135389e-15	2.985311148944682	0.038	0.005	1.322596708097108e-10	0.033	Fib
IL12RB1	4.035779276818591e-15	2.0254801930029487	0.039	0.006	1.3389504906701037e-10	0.033	Fib
PPFIBP2	4.071436648367772e-15	-1.1214443885153509	0.077	0.131	1.3507805368289759e-10	-0.054000000000000006	Fib
ZNF10	4.093691544570211e-15	-0.6141343097330414	0.14	0.224	1.3581640437420588e-10	-0.08399999999999999	Fib
FAM168A	4.095345374626757e-15	0.8838799991052508	0.375	0.28	1.3587127349399192e-10	0.09499999999999997	Fib
KCNMB2-AS1	4.1375911238928046e-15	1.1258025305277193	0.15	0.077	1.3727286071739157e-10	0.073	Fib
GATA4	4.1823072632864154e-15	-2.7584901371384714	0.017	0.05	1.387564080740534e-10	-0.033	Fib
SRPX	4.211960951235896e-15	-1.4478742620213056	0.051	0.108	1.3974022847915334e-10	-0.057	Fib
HCK	4.28359376521007e-15	1.2032503945746176	0.073	0.025	1.4211679034837447e-10	0.047999999999999994	Fib
AC018521.2	4.401093053637899e-15	-3.0405657045341927	0.01	0.045	1.4601506424054458e-10	-0.034999999999999996	Fib
FOXK2	4.484164592031414e-15	-0.44718298705816995	0.301	0.4	1.4877112866982622e-10	-0.09900000000000003	Fib
OPA3	4.504285537809211e-15	-0.8287579764531623	0.125	0.191	1.494386812878962e-10	-0.066	Fib
PLA2G16	4.591782003067468e-15	0.816163323690644	0.14	0.071	1.5234155151576938e-10	0.06900000000000002	Fib
MRPS25	4.624909530606841e-15	-1.0737306179828967	0.084	0.141	1.5344062349694317e-10	-0.05699999999999998	Fib
LTO1	4.6383325966906395e-15	-1.0064747026297556	0.098	0.143	1.5388596056040534e-10	-0.044999999999999984	Fib
EXOC7	4.656402928780947e-15	-0.6611281074320369	0.199	0.27	1.544854799681655e-10	-0.07100000000000001	Fib
AC104532.2	4.793312502172617e-15	-1.3460605658665503	0.05	0.102	1.5902772888458092e-10	-0.05199999999999999	Fib
ANO2	4.916495881115646e-15	1.042425955608972	0.067	0.023	1.6311458384777377e-10	0.044000000000000004	Fib
SSR2	4.9690147291779176e-15	-1.0210690273073055	0.101	0.162	1.6485700166993578e-10	-0.061	Fib
LY6D	4.973677333986528e-15	-7.187974841023779	0	0.019	1.6501169290967105e-10	-0.019	Fib
EPS15L1	5.0212037206727324e-15	-0.43583654395322063	0.259	0.349	1.6658847584075924e-10	-0.08999999999999997	Fib
FER1L6	5.0474242506192924e-15	2.5333911799115945	0.036	0.005	1.6745839436279627e-10	0.030999999999999996	Fib
RIT2	5.146183420142416e-15	1.692283625050163	0.038	0.006	1.7073492733006494e-10	0.032	Fib
LYVE1	5.3369318081083275e-15	-1.0812831184651783	0.088	0.141	1.7706338659760998e-10	-0.05299999999999999	Fib
P4HA3	5.356201576027133e-15	-1.5718903798685069	0.051	0.1	1.7770269968785218e-10	-0.04900000000000001	Fib
ARMH1	5.410586855294199e-15	0.8140305264597467	0.111	0.051	1.7950704009809567e-10	0.060000000000000005	Fib
ENC1	5.4190852886636494e-15	2.0890191061806296	0.047	0.01	1.797889926219939e-10	0.037	Fib
CFI	5.454191165789601e-15	-3.1626867317894516	0.001	0.026	1.8095370030740159e-10	-0.024999999999999998	Fib
CCDC3	5.483166318064311e-15	-0.4150975701377353	0.174	0.165	1.8191500893441963e-10	0.00899999999999998	Fib
BNIP3L	5.5693794094955265e-15	0.8766840708987975	0.33	0.228	1.8477530066883307e-10	0.10200000000000001	Fib
ANAPC16	5.574828263729136e-15	-0.4801906711506916	0.299	0.387	1.8495607730574155e-10	-0.08800000000000002	Fib
B3GNT2	5.617881439381643e-15	-1.8711501761548512	0.028	0.074	1.8638445251436476e-10	-0.046	Fib
MPP7	5.721139400425885e-15	0.8535858841326256	0.096	0.041	1.898102418879296e-10	0.055	Fib
NUCB2	5.907238313276845e-15	-0.8101688366171163	0.146	0.21	1.9598444551958588e-10	-0.064	Fib
RASSF5	6.035494567055055e-15	-1.5869885881792432	0.047	0.092	2.0023960325118555e-10	-0.045	Fib
VAT1	6.071175027662351e-15	-1.7123777540628031	0.03	0.079	2.014233738927538e-10	-0.049	Fib
AMDHD1	6.127377974175525e-15	-2.487443178117604	0.012	0.051	2.032880190492214e-10	-0.03899999999999999	Fib
TOMM40	6.136665440340091e-15	-1.181772215991792	0.063	0.124	2.035961493141632e-10	-0.061	Fib
IQCM	6.1730533627944275e-15	1.3843502399166265	0.04	0.007	2.0480339141743073e-10	0.033	Fib
SLC39A14	6.287569232112662e-15	-0.6316950975972355	0.105	0.187	2.086026844138018e-10	-0.082	Fib
BAZ1A	6.29412675385753e-15	0.6484211412243116	0.236	0.148	2.0882024331273127e-10	0.088	Fib
SLC9A9	6.341105190474677e-15	0.6557071927794633	0.32	0.216	2.1037884690437835e-10	0.10400000000000001	Fib
FRMD6-AS2	6.352560624642427e-15	1.4646844536223984	0.049	0.011	2.1075890384376178e-10	0.038000000000000006	Fib
PAPPA-AS1	6.3615439259236454e-15	5.170691330975706	0.024	0.001	2.1105694283036877e-10	0.023	Fib
PDXDC1	6.443656399551828e-15	-0.4690346060006967	0.313	0.401	2.13781188367931e-10	-0.08800000000000002	Fib
ITGAL	6.4878442564798314e-15	0.2901685810942894	0.21	0.144	2.1524720889723136e-10	0.066	Fib
ANGPTL5	6.494412369223317e-15	2.823589164116718	0.032	0.003	2.1546511917372198e-10	0.029	Fib
COLEC12	6.729963486185352e-15	-0.42782884897998197	0.123	0.1	2.2327999858117143e-10	0.022999999999999993	Fib
SLC38A6	6.7403315646424805e-15	0.7838519182738608	0.219	0.132	2.2362398032014358e-10	0.087	Fib
PLXNB1	6.797397959001502e-15	-0.9283663192969669	0.09	0.159	2.255172720857928e-10	-0.069	Fib
AC008770.2	6.957666907582074e-15	1.2082853751625358	0.089	0.035	2.3083451499285047e-10	0.05399999999999999	Fib
AC011447.3	6.988899104985491e-15	1.250942582312148	0.132	0.063	2.3187070560610363e-10	0.069	Fib
CALCB	7.028547255587245e-15	3.669297593769758	0.029	0.002	2.33186112298618e-10	0.027000000000000003	Fib
AP002026.1	7.0723477617843476e-15	1.3147903456848813	0.093	0.037	2.346392816927193e-10	0.056	Fib
COL6A1	7.093262634207197e-15	0.8910788603760187	0.425	0.427	2.353331744150922e-10	-0.0020000000000000018	Fib
ATF3	7.276412552296908e-15	1.9082931477009677	0.092	0.048	2.414095392475545e-10	0.044	Fib
RBBP7	7.327698437684452e-15	-1.2971117855759484	0.065	0.123	2.4311105106705707e-10	-0.057999999999999996	Fib
MPPED2	7.449285177225821e-15	1.1107434817312862	0.116	0.053	2.4714493432482106e-10	0.063	Fib
MYT1L	7.48978423115651e-15	1.372957350610374	0.057	0.016	2.4848857143707957e-10	0.041	Fib
AL133353.2	7.528942736060233e-15	-0.7059184954511954	0.132	0.187	2.4978773315427035e-10	-0.05499999999999999	Fib
CPNE8	7.596664127585593e-15	-1.1171569423510115	0.075	0.124	2.520345257609072e-10	-0.049	Fib
PRPS2	7.678185699601973e-15	-1.9419009547367285	0.029	0.079	2.5473916695569464e-10	-0.05	Fib
VIPR1-AS1	7.76023096408487e-15	2.2420066158392604	0.046	0.009	2.574611826954437e-10	0.037	Fib
DENND5A	7.766422274745052e-15	0.8506246551501686	0.303	0.203	2.576665918092166e-10	0.09999999999999998	Fib
POLD3	7.844081012945283e-15	1.172720224871967	0.116	0.052	2.602430757664857e-10	0.064	Fib
MATN3	7.9509995706708e-15	2.6296468811540104	0.04	0.006	2.6379031275614513e-10	0.034	Fib
RAB27A	8.089083371844361e-15	0.9437554194445538	0.239	0.147	2.683715190276804e-10	0.092	Fib
HSPA9	8.192829879222243e-15	-0.9510739335974874	0.108	0.17	2.7181351690295636e-10	-0.06200000000000001	Fib
MIR3681HG	8.383060748313921e-15	0.9816397033674895	0.08	0.03	2.78124806446811e-10	0.05	Fib
CSGALNACT1	8.39886958819336e-15	0.7739939662139902	0.39	0.284	2.7864929632749106e-10	0.10600000000000004	Fib
UBE2E1	8.658407291297904e-15	-0.4742793854813744	0.266	0.358	2.872599787033906e-10	-0.09199999999999997	Fib
EPHX2	8.681891100135237e-15	-0.832073894769223	0.04	0.098	2.8803910102918674e-10	-0.058	Fib
SOCS5	8.691116186196583e-15	-0.7698497588075894	0.134	0.203	2.88345161709444e-10	-0.069	Fib
AL358332.1	8.987651827739874e-15	4.68963196219927	0.022	0	2.981833246889258e-10	0.022	Fib
ROBO2	9.015218614324252e-15	0.2071883527462015	0.127	0.072	2.990979079674357e-10	0.05500000000000001	Fib
CCL14	9.067463984107312e-15	-2.0027546441580935	0.016	0.058	3.008312526007283e-10	-0.042	Fib
PSIP1	9.322234281533282e-15	-1.147699887582118	0.06	0.12	3.092837667584297e-10	-0.06	Fib
ATP5MD	9.397724311955953e-15	-1.73608533869413	0.043	0.091	3.1178829949776265e-10	-0.048	Fib
B4GALT5	9.397841361171473e-15	-0.5147216633067995	0.187	0.279	3.1179218283958594e-10	-0.09200000000000003	Fib
DOK2	9.4504219759063e-15	2.0167922069183692	0.043	0.008	3.135366498946433e-10	0.034999999999999996	Fib
AC087564.1	9.45236345280299e-15	2.003453714772877	0.051	0.012	3.1360106227364483e-10	0.03899999999999999	Fib
LDLRAD3	9.485113927559086e-15	-0.568695531917242	0.213	0.292	3.146876247746278e-10	-0.07899999999999999	Fib
AC008731.1	9.503076681563524e-15	-1.3906466497612182	0.053	0.103	3.1528357506423303e-10	-0.049999999999999996	Fib
BMP4	9.520192596520229e-15	-2.295506847453791	0.013	0.053	3.1585142977475165e-10	-0.04	Fib
SCN9A	9.595008982917866e-15	2.004833281353567	0.043	0.008	3.1833361302626605e-10	0.034999999999999996	Fib
ABHD8	9.634137860687215e-15	-1.2200594481729987	0.077	0.122	3.1963179180401973e-10	-0.045	Fib
SDC2	9.654242875663824e-15	-0.7222730810939292	0.135	0.214	3.2029881588589866e-10	-0.07899999999999999	Fib
AC073592.1	9.812710444846301e-15	-2.7055385045347453	0.008	0.042	3.2555629442866573e-10	-0.034	Fib
SLC4A1	9.860070637367357e-15	4.812990133251773	0.028	0.002	3.271275635359368e-10	0.026000000000000002	Fib
NR0B1	9.956238359161661e-15	-7.239396248732872	0	0.019	3.303181200419064e-10	-0.019	Fib
TFPI2	9.956238359162526e-15	-7.770834474527801	0	0.019	3.303181200419351e-10	-0.019	Fib
AC133919.2	1.0102647646794262e-14	-1.6595566583684525	0.045	0.087	3.351755409776932e-10	-0.041999999999999996	Fib
GNAQ	1.0160731287124923e-14	-0.31301543393718	0.447	0.546	3.3710258191294354e-10	-0.09900000000000003	Fib
RNF122	1.0292660424636992e-14	-1.7063058326837648	0.036	0.082	3.414795949081815e-10	-0.046000000000000006	Fib
ADAMTS10	1.0497560970674048e-14	0.875585624241215	0.375	0.281	3.482775803240529e-10	0.09399999999999997	Fib
TBC1D14	1.0508233761222886e-14	-0.6926603803800954	0.162	0.221	3.486316714960917e-10	-0.059	Fib
DCLRE1C	1.0794925871156063e-14	1.091108781305933	0.13	0.063	3.581432556273447e-10	0.067	Fib
ALPK2	1.0890786004563837e-14	3.002032139958926	0.034	0.004	3.6132360727341444e-10	0.030000000000000002	Fib
LINC02384	1.100245890428241e-14	1.7656477227578578	0.093	0.037	3.650285790673775e-10	0.056	Fib
AC124319.2	1.1228318381163734e-14	-0.6237777049162903	0.163	0.24	3.7252191893186916e-10	-0.07699999999999999	Fib
SH3GL3	1.1466280133674711e-14	3.009192352312181	0.04	0.007	3.804167759949259e-10	0.033	Fib
TFCP2	1.1618946534728315e-14	0.6298964085042829	0.472	0.396	3.854817891826813e-10	0.07599999999999996	Fib
IMPG1	1.16798595312469e-14	2.6236365055884243	0.036	0.005	3.875026996681784e-10	0.030999999999999996	Fib
SASH3	1.1994052364413123e-14	1.620118435605788	0.043	0.008	3.979266752941342e-10	0.034999999999999996	Fib
AL139317.5	1.2070451154099595e-14	-0.5981487213960301	0.251	0.318	4.0046135793956226e-10	-0.067	Fib
IL27RA	1.2190700704247579e-14	1.5384106567585247	0.054	0.014	4.044508772648219e-10	0.04	Fib
ELF2	1.2335564726214636e-14	0.7189234326509468	0.468	0.379	4.0925703092162297e-10	0.08900000000000002	Fib
KLF12	1.2428172868071416e-14	-0.4202927049374725	0.372	0.459	4.1232949124400537e-10	-0.08700000000000002	Fib
HS6ST3	1.2476077965575338e-14	-1.085438918451491	0.074	0.127	4.1391883866389295e-10	-0.053000000000000005	Fib
TRAT1	1.2513156531912655e-14	4.793948598460649	0.024	0.001	4.1514899425926615e-10	0.023	Fib
SEC16B	1.2515778910058741e-14	-1.7110368305037515	0.028	0.071	4.1523599689901887e-10	-0.043	Fib
AC021678.2	1.2653565119140746e-14	2.914316899525329	0.033	0.004	4.1980732995773254e-10	0.029	Fib
VAV3	1.2780020931810429e-14	-0.8894043526805473	0.13	0.147	4.240027544546746e-10	-0.016999999999999987	Fib
PATL2	1.288582206284058e-14	2.052189202950626	0.057	0.015	4.275129185788619e-10	0.042	Fib
AC007495.1	1.2933747363695975e-14	1.4488913780041672	0.063	0.019	4.2910293628534137e-10	0.044	Fib
AC079226.2	1.2952223469806835e-14	-3.652660529503086	0.005	0.035	4.2971591805778133e-10	-0.030000000000000002	Fib
ARHGEF37	1.2983256371995148e-14	-1.4741781155412181	0.047	0.087	4.30745496653683e-10	-0.039999999999999994	Fib
TMEM164	1.3099831174e-14	0.9022893363010978	0.19	0.108	4.3461309885979803e-10	0.082	Fib
DCBLD1	1.3114358727388462e-14	1.2761651680211437	0.1	0.042	4.3509507949856697e-10	0.058	Fib
AKR1D1	1.3225202329763547e-14	2.3890330766711374	0.033	0.004	4.387725376945652e-10	0.029	Fib
CDKL1	1.328388603867057e-14	-0.862449302047575	0.11	0.17	4.407194871049735e-10	-0.06000000000000001	Fib
UPF3A	1.3342296680565039e-14	-0.6197936896079534	0.189	0.257	4.426573769711063e-10	-0.068	Fib
SVIP	1.344170917609135e-14	-2.5741627750022738	0.013	0.051	4.459555853351827e-10	-0.038	Fib
ATP9A	1.3469554582281685e-14	0.843896144142124	0.26	0.165	4.468794123763595e-10	0.095	Fib
TCEAL2	1.380415545024032e-14	-6.499020844907686	0	0.022	4.579804653726231e-10	-0.022	Fib
HIC1	1.4030249319060964e-14	-0.7911499172692777	0.04	0.098	4.654815816584856e-10	-0.058	Fib
KCNIP2	1.4147704362721952e-14	1.743714336687052	0.082	0.03	4.693783876420262e-10	0.052000000000000005	Fib
MAGI1-AS1	1.416784114678619e-14	-1.1821930449229177	0.067	0.125	4.700464657269254e-10	-0.057999999999999996	Fib
TESC	1.4170826515490591e-14	-2.2978539589018765	0.017	0.059	4.701455113044313e-10	-0.041999999999999996	Fib
TMEM266	1.4231507710029047e-14	-1.1208694445924892	0.074	0.116	4.721587312956337e-10	-0.04200000000000001	Fib
CKAP5	1.4275096477791867e-14	-0.7200584241813056	0.15	0.224	4.736048758437008e-10	-0.07400000000000001	Fib
CATSPER2	1.4312529236488395e-14	-1.1595652505518736	0.069	0.118	4.748467824789755e-10	-0.04899999999999999	Fib
PRKX	1.440944203553958e-14	1.2202087827329668	0.11	0.049	4.780620584130967e-10	0.061	Fib
DNAH8	1.4433806129736564e-14	1.6614091149283907	0.051	0.012	4.7887038596627e-10	0.03899999999999999	Fib
ATP6AP1L	1.469661422105857e-14	0.9897873839029826	0.147	0.076	4.875895700120602e-10	0.071	Fib
EGR2	1.4705586241293142e-14	3.3514196128655627	0.033	0.004	4.878872347273826e-10	0.029	Fib
AP000350.4	1.470562774115052e-14	-1.5393939544857964	0.036	0.09	4.878886115681508e-10	-0.054	Fib
LHFPL6	1.4727329200381236e-14	0.49773462904275423	0.619	0.566	4.886086008810483e-10	0.05300000000000005	Fib
ENAM	1.4731866085894125e-14	2.4508002326403706	0.031	0.003	4.887591211317094e-10	0.028	Fib
RNF43	1.483578127844477e-14	-4.1133847776062415	0.006	0.035	4.922067154749621e-10	-0.029000000000000005	Fib
DIP2C	1.501234734975529e-14	0.6557106601582352	0.472	0.391	4.980646480228313e-10	0.08099999999999996	Fib
CASTOR2	1.5330772925072416e-14	-1.1062328386503644	0.084	0.134	5.086290533351275e-10	-0.05	Fib
LYN	1.5340205150840257e-14	0.7624966356131566	0.215	0.129	5.089419862894272e-10	0.086	Fib
UNC13C	1.5584789560576566e-14	1.4004885904043918	0.049	0.012	5.170565632512488e-10	0.037000000000000005	Fib
INSYN2B	1.5587999188402896e-14	0.7387895235872848	0.069	0.026	5.171630490736429e-10	0.04300000000000001	Fib
SHISAL2A	1.5666537775116133e-14	1.6718882189560804	0.08	0.029	5.19768723765028e-10	0.051000000000000004	Fib
CHN1	1.5821772129948617e-14	1.3800248317920238	0.179	0.101	5.249189339553053e-10	0.07799999999999999	Fib
C19orf12	1.588613580660175e-14	0.6976446441964411	0.187	0.109	5.270543276556262e-10	0.078	Fib
NDEL1	1.5916929613852212e-14	-0.7430453590673894	0.155	0.226	5.280759737987748e-10	-0.07100000000000001	Fib
LFNG	1.603272649180392e-14	2.21452100261212	0.04	0.007	5.319177668185786e-10	0.033	Fib
IGSF21	1.6181891803504203e-14	1.6616854531684684	0.071	0.023	5.36866624364859e-10	0.047999999999999994	Fib
AC020656.1	1.635920861642053e-14	1.3070558392790277	0.048	0.012	5.42749464266984e-10	0.036000000000000004	Fib
NOS1	1.648361034445859e-14	0.6362278373589207	0.073	0.029	5.468767403981026e-10	0.044	Fib
TMEM205	1.6856908775150817e-14	-1.553259654043185	0.023	0.071	5.592616624331786e-10	-0.047999999999999994	Fib
CYTH4	1.7016705760027326e-14	1.7018035191641148	0.062	0.018	5.645632470004265e-10	0.044	Fib
DIXDC1	1.7267999897535648e-14	-0.9718153695503541	0.106	0.163	5.729004326005402e-10	-0.05700000000000001	Fib
AP003049.2	1.7521804804658843e-14	3.1735322242149513	0.039	0.006	5.813209180041664e-10	0.033	Fib
CSTB	1.775683142699346e-14	-1.8652896431065504	0.029	0.074	5.891183962533621e-10	-0.045	Fib
JAML	1.7982372534539128e-14	2.764050376188846	0.039	0.006	5.966011735784047e-10	0.033	Fib
ARRDC1-AS1	1.8254433094359895e-14	-1.4641663446576485	0.039	0.092	6.056273267715783e-10	-0.053	Fib
AL590764.2	1.8384734179925206e-14	4.2630737624809285	0.025	0.001	6.099503258873785e-10	0.024	Fib
CLSPN	1.873212933868812e-14	2.557312142506085	0.041	0.007	6.214758550696557e-10	0.034	Fib
IGHA2	1.8831225065582018e-14	7.3639556950429546	0.018	0	6.247635540008147e-10	0.018	Fib
RPL36AL	1.8960239982180465e-14	-1.9441545536002312	0.032	0.077	6.290438818888013e-10	-0.045	Fib
B4GALT1	1.9384028091441423e-14	-0.4299203664221154	0.32	0.417	6.43103899989752e-10	-0.09699999999999998	Fib
COQ4	1.946703331443222e-14	-0.6444652532744465	0.216	0.285	6.458577642729177e-10	-0.06899999999999998	Fib
